;3;50;f;1
;3;55;f;2
;3;999;f;3
;5;40;f;2
;5;50;f;2
;5;55;f;3
;5;999;f;4
;5;40;t;1
;5;50;t;2
;5;55;t;3
;5;999;t;4
;99;40;t;2
;99;50;t;3
;99;99;f;4
rrfb;3;50;f;1
rrfb;3;55;f;2
rrfb;3;999;f;3
rrfb;5;40;f;2
rrfb;5;50;f;2
rrfb;5;55;f;2
rrfb;5;999;f;3
rrfb;5;40;t;1
rrfb;5;50;t;2
rrfb;5;55;t;2
rrfb;5;999;t;3
rrfb;99;40;t;2
rrfb;99;50;t;3
rrfb;99;999;f;4
signal;99;999;f;1
hawk;99;999;f;1
four way stop;99;999;f;1
